	Record_num	Operator_id	ALM_COOL_PUMP_RUN_COL_RET_VALVE_CLS	ALM_COOL_PUMP_WORK_HRS_MAX	ALM_INLET_FLOW_HIGH	ALM_INLET_FLOW_LOW	ALM_INLET_PRESSURE_MIN	ALM_P1_FILTER_CLOGGED	ALM_P1_WORK_HRS_MAX	ALM_P2_FILTER_CLOGGED	ALM_P2_WORK_HRS_MAX	ALM_P3_FILTER_CLOGGED	ALM_P3_WORK_HRS_MAX	ALM_RP_FILTER_CLOGGED	ALM_RP_WORK_HRS_MAX	ALM_TANK_LEVEL_HIGH	ALM_TANK_LEVEL_LOW	ALM_TANK_TEMP_MAX	ALM_TANK_TEMP_MIN	STAT_COOL_PUMP_RUN	STAT_COOL_RET_VALVE_OPEN	STAT_DISCHG_VALVE_OPEN	STAT_HEATER_RUN	STAT_INLET_VALVE_OPEN	STAT_P1_RUN	STAT_P2_RUN	STAT_P3_RUN	STAT_RP_RUN	STAT_COOL_PUMP_WORK_HRS	STAT_FLOW_IN	STAT_P1_WORK_HRS	STAT_P2_WORK_HRS	STAT_P3_WORK_HRS	STAT_RP_WORK_HRS	STAT_OUTSIDE_TEMP	STAT_P1_FILTER_CLOG	STAT_P2_FILTER_CLOG	STAT_P3_FILTER_CLOG	STAT_PRESSURE_IN	STAT_RP_FILTER_CLOG	STAT_TANK_LEVEL	STAT_TANK_TEMP	CMD_COOL_PUMP_START	CMD_COOL_PUMP_STOP	CMD_COOL_PUMP_WORK_HRS_RESET	CMD_COOL_RET_VALVE_CLOSE	CMD_COOL_RET_VALVE_OPEN	CMD_DISCHG_VALVE_CLOSE	CMD_DISCHG_VALVE_OPEN	CMD_HEATER_START	CMD_HEATER_STOP	CMD_INLET_VALVE_CLOSE	CMD_INLET_VALVE_OPEN	CMD_P1_FILTER_CLEAN	CMD_P1_START	CMD_P1_STOP	CMD_P1_WORK_HRS_RESET	CMD_P2_FILTER_CLEAN	CMD_P2_START	CMD_P2_STOP	CMD_P2_WORK_HRS_RESET	CMD_P3_FILTER_CLEAN	CMD_P3_START	CMD_P3_STOP	CMD_P3_WORK_HRS_RESET	CMD_RP_FILTER_CLEAN	CMD_RP_START	CMD_RP_STOP	CMD_RP_WORK_HRS_RESET	SET_COOL_PUMP_POWER	SET_HEAT_EXCHG_VALVE_OPEN	SET_P1_POWER	SET_P2_POWER	SET_P3_POWER	SET_RP_POWER
1216	5044	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	6540	75	53420	59940	110	28870	5.599995	79.08789	99.99142	42.89607	5.900802	78.19938	85.5	18.39667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
1233	5314	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	6960	75	63400	59940	10090	30810	43.7999	84.58569	99.99142	48.39388	5.351022	6.299996	23.5	29.09626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1250	5456	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7500	75	74180	59940	20870	33120	28.80007	82.98358	100.0914	46.79176	5.511233	31.50008	14.5	30.29579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
1267	5721	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	7980	75	86430	59940	33120	35430	30.00008	84.78163	100.0914	48.58981	5.331428	63.09961	29.5	35.09533	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
1275	4186	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8400	75	98660	59940	45350	37950	43.7999	85.77921	100.0914	49.58739	5.23167	88.89922	26.5	35.09486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
1292	4457	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	76	40	30	0	0	24.50006	83.37727	100.0914	47.18546	5.471864	2.1	45.0	29.5947	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1309	4728	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	540	76	13920	13910	0	1470	47.79984	86.17623	100.1914	49.98441	5.191968	29.40008	34.5	31.09424	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	100	72	0	78	50
1326	4775	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1080	76	25020	25010	0	3780	30.00008	77.77428	100.1914	41.58246	6.032163	83.99929	78.0	18.69376	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1343	5045	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1620	76	36360	36350	0	6030	1.1	82.97003	100.1914	46.77821	5.512588	0.0	20.5	20.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1360	5315	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2100	76	48490	48480	0	8400	43.7999	0.5	0.4	0.0	11.955	18.90004	37.0	35.09951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1377	5457	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2520	75	57770	59940	4200	10000	3.299997	61.49819	61.39819	0.0	5.855181	46.19987	23.5	20.99903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	0
1403	4187	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3000	75	70130	59940	16560	12310	43.19991	65.69604	65.59605	0.0	5.435395	75.59942	20.5	35.09858	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1420	4458	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	3180	75	71930	59940	18360	12730	30.60008	65.39381	65.29381	0.0	5.465619	0.0	26.5	35.09811	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1437	4729	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3660	75	83100	59940	29530	15040	30.00008	68.19191	70.39188	2.4	8.360406	23.20005	85.5	35.09765	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1454	4776	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4200	75	93950	59940	40380	17140	36.20002	83.38991	99.99142	47.19809	5.4706	25.30006	80.5	34.69762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
1471	5046	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4620	75	7340	59940	53040	19660	37.2	79.08981	99.99142	42.89799	5.900609	50.4998	77.0	35.09715	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0
1488	5316	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	5040	75	19750	59940	65450	22080	7.299994	80.08788	99.99142	43.89606	5.800803	79.89935	14.5	16.69667	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	0
1505	5458	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5520	75	31400	59940	77100	24490	45.59988	77.78567	99.99142	41.59385	6.031024	6.299996	42.5	30.89626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	79	72	0	0
1522	5722	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	6060	75	42140	59940	87840	26700	27.40007	84.78355	100.0914	48.59174	5.331235	31.50008	26.5	31.6958	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	0
1530	4188	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	6600	75	53480	59940	170	28930	30.60008	86.18161	100.0914	49.98979	5.19143	63.6996	23.5	29.09533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	100	79	72	0	50
1547	4459	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6960	75	63440	59940	10130	30850	43.19991	83.3792	100.0914	47.18738	5.471671	89.49921	34.5	29.09486	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	0
1564	4730	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7500	75	74180	59940	20870	33120	26.60006	80.97726	100.0914	44.78545	5.711864	4.199998	14.5	31.69471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	79	72	78	0
1581	4777	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7980	75	86440	59940	33130	35430	43.7999	77.7762	100.1914	41.58438	6.031971	29.40008	72.0	35.0942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
1598	5047	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8400	75	98780	59940	45470	37950	11.50001	81.77422	100.1914	45.5824	5.632169	56.69971	52.5	14.99998	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	0
1615	5317	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	76	50	40	0	0	6.199996	77.77219	100.1914	41.58038	6.032372	0.0	20.5	35.09951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
1632	5459	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	540	76	14160	14150	0	1470	43.7999	5.599997	5.499997	0.0	11.445	18.90004	25.0	18.59902	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1658	4189	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1080	76	25080	25070	0	3780	0.8999982	61.49819	61.39819	0.0	5.855181	46.19987	23.5	35.09858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1675	4460	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1620	76	36360	36350	0	6030	43.19991	68.09601	67.99601	0.0	5.195399	75.59942	20.5	35.09811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	0
1692	4731	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2100	76	48500	48490	0	8400	30.60008	65.39381	65.29381	0.0	5.465619	0.0	26.5	35.09765	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1709	4778	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2520	75	57800	59940	4230	10000	30.00008	68.19191	70.39188	2.4	8.360406	23.20005	83.5	35.09762	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1726	5048	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3000	75	70170	59940	16600	12310	36.60001	83.38991	99.99142	47.19809	5.4706	25.30006	80.5	35.09715	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1743	5318	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3180	75	71930	59940	18360	12730	37.2	79.48981	99.99142	43.29799	5.86061	50.4998	68.5	14.99666	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1760	5460	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3660	75	83110	59940	29540	15040	8.999996	80.08788	99.99142	43.89606	5.800803	79.89935	42.5	32.29626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1777	5723	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	4200	75	94320	59940	40750	17140	46.99986	79.48564	99.99142	43.29382	5.861027	6.299996	84.5	30.39579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1785	4190	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4620	75	7370	59940	53070	19660	25.30006	86.18353	100.0914	49.99171	5.191237	33.60006	26.5	29.09533	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1802	4461	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	5040	75	19820	59940	65520	22150	30.60008	77.78158	100.0914	41.58976	6.031433	63.6996	23.5	29.09486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
1819	4732	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5520	75	31400	59940	77100	24490	43.19991	83.3792	100.0914	47.18738	5.471671	89.49921	17.5	35.09467	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
1836	4779	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6060	75	42740	59940	88440	26700	30.00008	80.97726	100.0914	44.78545	5.711864	4.199998	14.5	35.0942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	78	0
1853	5049	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	6600	75	53480	59940	170	28930	43.7999	81.17615	100.1914	44.98433	5.691976	29.40008	83.5	16.59375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	79	72	0	0
1870	5319	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	6960	75	63440	59940	10130	30850	30.00008	81.77422	100.1914	45.5824	5.632169	4.299998	14.5	35.09334	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	79	72	0	0
1887	5461	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7500	75	74780	59940	21470	33120	6.499996	5.899997	5.799997	0.0	11.415	0.0	51.0	32.09302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	79	72	0	0
1913	4191	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	7980	75	86500	59940	33190	35430	43.19991	62.09818	61.99818	0.0	5.795182	18.90004	17.5	20.99998	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	0
1930	4462	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8400	75	98810	59940	45500	37950	1.199998	59.69598	59.59598	0.0	6.035402	48.29984	14.5	29.09951	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	50
1947	4733	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	76	560	550	0	0	43.7999	65.9938	65.8938	0.0	5.40562	75.59942	20.5	16.49901	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	50
1964	4780	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	540	76	14280	14270	0	1590	30.60008	68.19191	70.39188	2.4	8.360406	0.0	20.5	29.09858	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
1981	5050	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1080	76	25090	25080	0	3780	30.00008	83.38991	99.99142	47.19809	5.4706	23.20005	26.5	35.09811	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
1998	5320	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1620	76	36360	36350	0	6030	36.60001	79.48981	99.99142	43.29799	5.86061	25.30006	83.5	35.09765	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2015	5462	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2100	76	48810	48800	0	8400	37.2	80.08788	99.99142	43.89606	5.800803	50.4998	80.5	35.09762	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
2032	5724	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2520	75	57890	59940	4320	10000	9.299997	79.78564	99.99142	43.59382	5.831027	79.89935	67.0	35.09715	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2040	4192	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3000	75	70380	59940	16810	12520	49.09982	77.7835	100.0914	41.59168	6.031241	8.399996	84.5	20.99666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2057	4463	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3180	75	71930	59940	18360	12730	25.20006	77.88158	100.0914	41.68976	6.021433	33.60006	86.5	34.39623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2074	4734	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3660	75	83210	59940	29640	15040	30.60008	83.3792	100.0914	47.18738	5.471671	63.6996	26.5	30.29579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2091	4781	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4200	75	94530	59940	40960	17350	43.19991	80.97726	100.0914	44.78545	5.711864	89.49921	23.5	29.09533	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
2108	5051	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4620	75	7650	59940	53350	19660	30.00008	81.17615	100.1914	44.98433	5.691976	4.199998	17.5	29.09486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
2125	5321	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5040	75	19830	59940	65530	22160	43.7999	81.77422	100.1914	45.5824	5.632169	29.40008	14.5	35.09467	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2142	5463	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	5520	75	31400	59940	77100	24490	9.9	79.37217	100.1914	43.18035	5.872374	56.69971	64.0	35.0942	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
2168	4193	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6060	75	42740	59940	88440	26700	13.80002	13.20001	13.10001	0.0	10.685	0.0	14.5	18.89997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
2185	4464	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	6600	75	53480	59940	170	28930	43.19991	62.09818	61.99818	0.0	5.795182	18.90004	17.5	29.09951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
2202	4735	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6960	75	63440	59940	10130	30850	1.199998	59.69598	59.59598	0.0	6.035402	48.29984	14.5	16.49901	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
2219	4782	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7500	75	74780	59940	21470	33120	43.7999	65.9938	65.8938	0.0	5.40562	75.59942	20.5	29.09858	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	79	72	0	0
2236	5052	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7980	75	86710	59940	33400	35640	30.00008	68.19191	70.99187	2.999999	8.300406	0.0	17.5	29.09811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	0
2253	5322	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8400	75	99010	59940	45700	37950	30.60008	83.9899	99.99142	47.79808	5.410601	23.20005	23.5	29.09765	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	79	72	0	0
2270	5464	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	76	590	580	0	0	36.60001	79.48981	99.99142	43.29799	5.86061	25.30006	83.5	35.09762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	79	72	0	0
2287	5725	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	540	76	14280	14270	0	1590	36.60001	80.68787	99.99142	44.49605	5.740804	50.4998	77.5	29.09715	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	79	72	0	50
2295	4194	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1080	76	25100	25090	0	3780	15.70002	86.18554	99.99142	49.99372	5.191037	79.89935	35.0	20.79666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	72	0	50
2312	4465	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1620	76	36420	36410	0	6090	49.19982	77.8835	100.0914	41.69168	6.021241	8.399996	86.5	34.49623	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
2329	4736	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2100	76	49020	49010	0	8610	25.10006	77.98158	100.0914	41.78976	6.011434	33.60006	86.0	30.19579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
2346	4783	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2520	75	57900	59940	4330	10000	32.00008	77.77917	100.0914	41.58736	6.031673	65.09958	19.5	30.49533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	0
2363	5053	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3000	75	70490	59940	16920	12520	42.39993	77.77725	100.0914	41.58543	6.031866	90.29919	19.5	29.89486	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
2380	5323	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3180	75	71930	59940	18360	12730	30.00008	81.17615	100.1914	44.98433	5.691976	4.199998	17.5	35.09467	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
